locality,latitude,longitude
Bassevelde,51.2311917,3.6789952
MORLANWELZ-MARIEMONT,50.454445,4.2438314
Grand-Halleux,50.3262753,5.9072517
ERNAGE,50.5941971,4.6739886
PIRONCHAMPS,50.4285932,4.526056
VARSENARE,51.1998384,3.13581
Mont-de-l'Enclus,50.7456511,3.5110542
Burcht,51.2028046,4.3416362
Ramillies Autre-Eglise,50.6631583,4.9249295
Grobbendonk,51.1919904,4.7385027
Menen Rekkem,50.7861863,3.1627429
SINT-GENESIUS-RODE,50.74503,4.3463687
LÉGLISE,49.8003582,5.5381496
Aarschot Gelrode,50.9655011,4.8029673
Riemst,50.8115825,5.5978716
Scherpenheuvel-Zichem Testelt,51.0091661,4.951587
Verviers Lambermont,50.5873088,5.8350761
Dison Andrimont,50.6141395,5.8828177
Fléron Romsée,50.6069188,5.6658323
Soumagne,50.6147718,5.739941
Denderleeuw,50.8881384,4.0625112
Maaseik,51.0947181,5.791733
Antwerpen Deurne,51.20849,4.4719297
Nijlen,51.1611887,4.6709517
Zonhoven,50.9909835,5.3677683
Saint-Léger Meixle-Tige,49.6176316,5.7205613
Fize-Fontaine,50.5849842,5.2835083
Sint-Stevens-Woluwe,50.8692776,4.4528019
Bavegem,50.9445843,3.866374
REDU,50.0077873,5.1601828
Sint-Denijs,50.7517122,3.3683921
Pittem,50.9999838,3.2622548
Nieuwerkerken,50.8744157,5.1909602
Sint-Gillis-bij-Dendermonde (Dendermonde),51.0195213,4.1105542
VELLEREILLE-LES-BRAYEUX,50.3790081,4.1507915
Chaudfontaine Vaux-sous-Chèvremont,50.6018004,5.6339283
La Louvière Houdeng-Goegnies,50.4880853,4.1574414
La Louvière Maurage,50.4540886,4.103814
Vottem,50.672893,5.5697617
LEVAL-TRAHEGNIES,50.416547,4.218073
HOLLOGNE-AUX-PIERRES,50.6387497,5.4758701
BOIS-ET-BORSU,50.3946271,5.3302671
LANDENNE,50.5142495,5.0646275
Manage-Bois-d'Haine,50.5023427,4.2156931
Corroy-le-ChÃteau,50.5359706,4.6546979
Kaprijke,51.2185075,3.6190769
Zoutleeuw,50.8415653,5.1186447
Waasmont,50.7287476,5.065336
Kalmthout,51.3832723,4.4763255
Sint-Michiels,51.1884619,3.2111722
Vlekkem,50.9359916,3.9309949
Idegem,50.8006254,3.92648
Heppen,51.1088561,5.2275686
Knokke-Zoute,51.3505982,3.312506
Grandmetz,50.6219421,3.6332056
Merlemont,50.1728667,4.6072911
Butgenbach,50.4267259,6.2053573
Langemark-Poelkapelle,50.9122567,2.9338635
Angleur,50.6128439,5.5953129
ENGIS,50.5626193,5.3881906
Oostrozebeke,50.9343454,3.3468206
Milmort,50.6904632,5.5929155
MATER,37.0385985,9.6676974
Schriek,51.0248817,4.6908515
Zonnebeke,50.8731885,2.9874678
Wilsele,50.9114018,4.7131616
Testelt,51.0091661,4.951587
Herzele Hillegem,50.895806,3.853568
Roosdaal Onze-Lieve-Vrouw-Lombeek,50.8220387,4.1119573
SINT-PIETERS-LEEUW,50.7811835,4.2452186
Velaines,48.7033589,5.3001073
Harelbeke Bavikhove,50.8754034,3.3113418
FALISOLLE,50.4182456,4.621259
Arquennes,50.5679939,4.2746041
Sint-Job-In-'t-Goor,51.2919982,4.5772717
Attert,49.7514982,5.7872217
Hoeilaart,50.7674846,4.474407
Deurle,51.0074803,3.6062435
Clavier,44.9387991,6.7502942
Bouillon,43.4945306,-0.4981465
Balen,51.1727481,5.1941389
Tilff,50.5695672,5.5843967
Stabroek,51.3351542,4.3704095
Rendeux,50.2143667,5.5222221
Orp-Jauche,50.7001001,4.9889872
Soignies Casteau,50.5130195,4.0031319
Manage La Hestre,50.4738724,4.2358174
Ecaussinnes,50.5611045,4.1704138
Nazareth,32.7066301,35.3048161
CLERMONT,49.3780921,2.4141907
REET,51.1017566,4.4129446
Marche-en-Famenne,50.2265147,5.3407365
Hannut Moxhe,50.629993,5.0813162
SAINT-JOSSE-TEN-NOODE,50.8508197,4.3691634
Blandain,50.6248967,3.303531
Melen,48.539927,2.6608169
Retinne,50.6304629,5.6976792
Gullegem,50.8418565,3.2045747
Bolderberg,50.9880047,5.2747564
Eernegem,51.1279829,3.0233013
Sijsele,51.2004843,3.3235879
Torhout,51.0587812,3.0911518
Bierbeek Korbeek-Lo,50.8596758,4.7627977
St-Genesius-Rode,50.74503,4.3463687
Rhode-St-Genèse,50.7479462,4.3619738
Anzegem,50.8325437,3.478405
Ninove Aspelare,50.8421637,3.9584406
Tournai Froidmont,50.57792,3.3287795
Dour,50.3963781,3.7786762
Quiévrain,50.4048739,3.6829049
PÃturages,50.4136507,3.8629223
Soignies Neufvilles,50.5683075,4.0029098
Merbes-le-Chateau,50.3234814,4.1822727
Gent Sint-Denijs-Westrem,51.0199405,3.6676767
Antwerpen Wilrijk,51.1700864,4.3942577
Wingene,51.068089,3.2847683
Brugge Sint-Kruis,51.2142018,3.2506508
Malmedy,50.4265348,6.0276059
Beigem,50.9527061,4.3638682
Bierbeek,50.8241245,4.7714318
Ferrières,49.590023,2.515821
Manhay,50.29305,5.6761462
Sprimont Louveigné,50.5305178,5.7104368
Westmeerbeek,51.0603638,4.8351334
Westerlo,51.086694,4.9168675
Haaltert Denderhoutem,50.8717796,4.0180839
Habay Marbehan,49.7255479,5.536235
Jumet,50.4421323,4.4350275
Courcelles Trazegnies,50.4665295,4.3317415
SAINT-LÉGER,50.1863917,2.8583578
ISNES,50.5114722,4.7463665
Oupeye Heure-le-Romain,50.7316969,5.6295554
Wavre Limal,50.6930684,4.5736305
Braine-l'Alleud Ophain-Bois-Seigneur-Isaac,50.6658971,4.3480069
Welkenraedt,50.6607788,5.9732784
BIESME,50.4027329,4.6875461
ARSIMONT,50.4273479,4.6388177
HAM-SUR-SAMBRE,50.44449,4.6734915
Rebaix,50.660198,3.7836911
Vorselaar,51.2023448,4.769482
PONT-DE-LOUP,50.4173702,4.5459892
Sint-Laureins,51.2417048,3.5238418
Ruien,50.7739701,3.4860074
Astene,50.9845547,3.5628186
Waasmunster,51.1097147,4.0842158
Lexy,49.502997,5.7302118
Pontpierre,49.0425445,6.6423377
Avioth,49.5675532,5.3910039
Melle,44.5620476,7.32049
LICHTAART,51.2240538,4.9198927
Léglise Assenois,49.8029977,5.4625426
Damme,51.2553021,3.2920911
Lille,50.6365654,3.0635282
Herentals,51.1855307,4.8346287
Dessel,51.2395713,5.113243
Egio,38.2505699,22.0852909
Athènes,37.9755648,23.7348324
Chalkoutsion,N/A,N/A
Boezinge,50.8961176,2.8556799
Morlanwelz,50.4509843,4.2523562
Lodelinsart,50.431853,4.4489421
Chênée,50.6111024,5.619261
Thuin,50.321899,4.2958471
Buvrinnes,50.3897538,4.2055425
Brugge Sint-Michiels,51.1884619,3.2111722
Seraing Boncelles,50.5702815,5.5378515
HULSTE,50.8819668,3.2955857
Sint-Genesius-Rode,50.74503,4.3463687
Habay,49.7356402,5.5929283
Nothomb,49.7717529,5.7861375
WOLUWE-SAINT-LAMBERT,50.8430448,4.4256732
Louvain-La-Neuve,50.6682012,4.6128839
Lanaken,50.8892784,5.6513208
MOLENBEEK-SAINT-JEAN,50.8545959,4.338636
Wierde,50.4257472,4.952557
Berchem-Sainte-Agathe,50.8649231,4.2946734
Boutersem,50.8473461,4.8336178
SEILLES,50.4984249,5.0805501
SINT-LIEVENS-HOUTEM,50.9204857,3.8589196
Rumst,51.0792853,4.4240472
COMBLAIN-FAIRON,50.4528305,5.5624692
Engis,50.5626193,5.3881906
KESTER,40.5541152,-111.8813233
Robertville,50.4550294,6.1224661
Vedrin,50.5019599,4.8742389
As,26.4073841,93.2551303
Hofstade,50.9912146,4.4938796
SINT-LAMBRECHTS-WOLUWE,50.8430448,4.4256732
Antwerpen 1,51.3223778,4.9380864
NEDER-OVER-HEEMBEEK (BRU.),50.8925777,4.3768928
MECHELEN-BOVELINGEN,50.7427937,5.2629291
POEDERLEE,51.2267185,4.8359528
MORNIMONT,50.4555129,4.7043344
MONTEGNÉE,50.6423367,5.5186082
Tollembeek,50.741227,4.0067667
LANTIN,50.6879619,5.5234944
Woluwe-St-Lambert,50.8430448,4.4256732
Marke,43.3458388,13.1415872
Court-saint-©tienne,50.6447367,4.5728352
Meerdonk,51.2588943,4.1511549
Lubbeek Binkom,50.8721329,4.8840011
KOBBEGEM,50.9091629,4.2496669
La Calamine,50.7154957,6.013341
Aubel,50.7041498,5.8585553
BURCHT,51.2028046,4.3416362
SAINT-HUBERT,49.222747,6.3331945
GROYNNE,50.4699606,5.0817382
HASTIÈRE-LAVAUX,50.2173396,4.8258835
Saint-Ghislain,50.4477484,3.8195241
Schulen,50.956061,5.1784982
Hooglede,50.9785478,3.0823431
Maasmechelen,50.9635024,5.696445
Leefdaal,50.847321,4.5913344
Libin Anloy,49.9499043,5.2215609
Herdersem,50.9708754,4.0669578
Bertem Leefdaal,50.847321,4.5913344
Varsenare,51.1998384,3.13581
Saint-Léger,50.1863917,2.8583578
Kessel,51.2912483,6.05734
Herzele Steenhuize-Wijnhuize,50.8411146,3.8903745
Charleroi Marcinelle,50.3977245,4.4442531
FANZEL,50.3225375,5.5738355
Onze-Lieve-Vrouw-Waver,51.0624896,4.5798347
Kortenaken,50.906611,5.0622937
Paliseul Opont,49.9348514,5.1201252
BAMBRUGGE,50.9199007,3.9288424
VRASENE,51.2191283,4.194377
Ferrieres,49.590023,2.515821
Dinant,50.2591813,4.9130588
Lierde,50.8064253,3.8361032
Glyfada,37.8615966,23.7545902
Derveni,40.7279969,22.9805872
Nea Artaki,38.5141241,23.6370915
PIÉTRAIN,50.7255018,4.9175477
FLÉNU,50.4367571,3.8878381
PUURS,51.0762086,4.2817075
Hemiksem,51.1430192,4.3409826
Zedelgem,51.1389736,3.1395587
Dison,50.611374,5.854735
Rebecq,50.6735582,4.1350276
Meldert,50.9356266,4.13396
Rio,-22.9110137,-43.2093727
Palaio Faliro,37.9282756,23.6951675
Malderen,51.0198436,4.2437819
Heist-aan-Zee,51.3374355,3.2399794
Aartrijke,51.1191622,3.090309
Fontainel'Evêque,50.4117794,4.3246322
Fontaine-l'Eveque,50.4117794,4.3246322
JUPILLE-SUR-MEUSE,50.6431909,5.6301266
DÉNIA,38.8408382,0.1061105
MOLENBEEK ST JEAN,50.8545959,4.338636
Farciennes,50.4320923,4.5467978
Anderlues,50.4042517,4.2640648
Souvret,50.450999,4.350827
WANDRE,50.6702136,5.6598274
Roux,50.4427818,4.3948512
Burdinne,50.5812607,5.072436
Cheratte,50.6840338,5.6707671
Froidchapelle,50.1627515,4.3266017
Schorisse,50.8061799,3.6782376
Seilles,50.4984249,5.0805501
Berchem (Antwerpen),51.1943524,4.4329972
Humain,50.2053202,5.2552435
Deux-Acren,50.7307336,3.8522036
Lessines - Deux-Acren,50.7307336,3.8522036
Écaussinnes,50.5611045,4.1704138
Genval,50.7220137,4.5029938
WOLUWE-SAINT-PIERRE,50.8370253,4.4274636
Braine-l'Alleud Lillois-Witterzée,50.6460596,4.3624394
Alsemberg,50.7419942,4.3383125
GODINNE,50.3505281,4.875987
Mourcourt,50.6530409,3.445164
Hamme-Mille,50.7797105,4.7192473
Jupille-sur-Meuse,50.6431909,5.6301266
ecaussinnes,50.5611045,4.1704138
TOURNAI,50.6056458,3.3878179
Rocourt,48.1075871,5.7431208
Bulskamp,51.0437813,2.6496218
Braine-L'Alleud,50.6828722,4.3692706
LIMAL,50.6930684,4.5736305
SART-RISBART,50.6820625,4.7609311
Adegem,51.2035291,3.4858471
Asse,50.9094333,4.2015646
Terhulpen,50.7313729,4.4893987
Assesse,50.3718261,5.0217639
DORINNE,50.3173377,4.97325
HUY,50.5180856,5.2408138
RUIEN,50.7739701,3.4860074
Hélécine,50.7514034,4.9822395
Éghezée,50.5917416,4.9049523
Averbode,51.0300217,4.9797369
BERCHEM-SAINTE-AGATHE,50.8649231,4.2946734
SCHELDERODE,50.9698809,3.7131906
BRAINE-LE-CHÂTEAU,50.6808817,4.266671
WOLUWÉ-SAINT-PIERRE,50.8370253,4.4274636
Kasterlee,51.2489446,4.9891815
RHODE-SAINT-GENÈSE,50.7479462,4.3619738
Moorsele,50.8518106,3.1489107
Kozen,34.618504,135.745146
Zwalm,50.8793307,3.719334
Asper,50.9135295,3.6517496
MEETKERKE,51.235452,3.1513265
DUDZELE,51.2747463,3.2292277
Lot,44.6249918,1.6657742
TIHANGE,50.527586,5.259369
Galmaarden Tollembeek,50.741227,4.0067667
Bekkevoort,50.9338977,4.984617
NIL-SAINT-VINCENT-SAINT-MARTIN,50.6407147,4.6743285
MOIGNELÉE,50.4378354,4.5885625
Haacht,50.9769474,4.6383121
Kinrooi,51.1431332,5.7414776
Bastogne,50.0023102,5.7173386
Peer,51.10874,5.4491572
Vaux-sur-Sûre,49.9104994,5.5663094
Namur Bouge,50.4765668,4.8847574
Nossegem ,50.8806901,4.5029559
Clavier Ocquier,50.3966356,5.3961397
Merksplas,51.3579924,4.8627355
Bilzen,50.8707787,5.5181089
Xhendremael,50.7043671,5.4805775
Bellegem,50.7777862,3.2799523
BELLEVAUX,46.2575,6.531944
WIDEUMONT VILLAGE,49.9258021,5.4905273
La Bruyère Rhisnes,50.5033113,4.8045982
La Bouverie,43.5008734,6.6443455
Alveringem,51.0150603,2.7220444
Heist (Knokke-Heist),51.3433866,3.2884738
LIEZELE,51.0595696,4.280892
Froyennes,50.6195489,3.3569842
TEMPLEUVE,50.5326276,3.1740541
Knesselare,51.1392692,3.412339
Kortrijk Heule,50.8433241,3.2348571
SINT-BAAFS-VIJVE,50.9100793,3.3909447
HEVILLERS,50.6262708,4.6140506
Zemst Eppegem,50.961429,4.4556575
Roosdaal Borchtlombeek,50.8486371,4.1371467
Liernu,50.5821124,4.8311032
PÉRUWELZ,50.5332377,3.563667
Hargimont,50.1825868,5.3094652
Dikkelvenne,50.9176673,3.6894495
Chapelle-lez-Herlaimont,50.4713265,4.2804202
Beaumont,30.0860459,-94.1018461
BRESSOUX,50.6412964,5.6111443
Latour,43.2006,1.28175
GRÂCE-HOLLOGNE,50.6323039,5.4768436
Baisy-Thy,50.5930799,4.4653124
SCRY,50.4994239,5.3766336
St-Niklaas,51.1646685,4.1395124
Linkeroever (Antwerpen),51.2236611,4.3861949
NIMY,50.4759358,3.9545894
Marchienne-au-Pont,50.4089708,4.4023404
ANHÉE,50.3101511,4.8776042
QUIÉVRAIN,50.4048739,3.6829049
PÂTURAGES,50.4136507,3.8629223
Haasrode,50.8309839,4.7270448
Hermalle-sous-Argenteau,50.7106536,5.6806787
Dampremy,50.4186181,4.4322464
Linkebeek,50.7732003,4.3359991
Gent Desteldonk,51.1221778,3.7836111
Machelen Diegem,50.8961258,4.4342724
Erpe-Mere Burst,50.9136525,3.9203695
Macquenoise,49.9755399,4.1802891
Gilly (Charleroi),50.4250323,4.4865026
Knokke centrum,51.358425,3.3505914
Bruxelles  1,43.4249245,5.2422373
MELLES,42.8684519,0.7582741
BRAY,49.10663,0.84147
Vilvoorde Peutie,50.9271252,4.4545868
Zwijndrecht,51.82052,4.6257315
Zemst Weerde,50.9722782,4.479869
EUGIES,50.3906692,3.8883703
Saint Ghislain,50.4477484,3.8195241
Limelette,50.6805002,4.5731775
Limal,50.6930684,4.5736305
Wolvertem,50.9510266,4.3085198
Brussel,50.8465573,4.351697
Poppel,51.0410607,8.4421463
CARLSBOURG,49.8947611,5.0830529
Ressaix,50.4238135,4.1910898
Berendrecht,51.3455396,4.319401
St-Josse-Ten-Noode,50.8508197,4.3691634
Morlanwelz Carnières,50.4431586,4.2548832
THIAUMONT,49.7159959,5.7291343
FONTAINE-L'ÉVÊQUE,50.4117794,4.3246322
Villersla-Ville Sart-Dames-Avelines,50.56863,4.49221
LIBRAMONT,49.9499099,5.4370892
BELLEM,51.0889641,3.4911379
Sprimont Gomze-Andoumont,50.545063,5.6835773
Trooz Fraipont,50.5664059,5.7227298
Schendelbeke,50.7968671,3.8989486
Houthalen,51.031137,5.3720755
Gierle,51.2675145,4.867558
LA LOUVIÈRE,50.479487,4.1852682
Charleroi Gilly,50.4250323,4.4865026
Hornu,61.6496004,23.7311377
TRANSINNE,50.0004466,5.2026639
Lesdain,50.1012856,3.2664049
Huccorgne,50.56759,5.1647622
TERHAGEN,51.078277,4.3993623
Quenast,50.670891,4.1578662
Erpent,50.4473127,4.900545
Humbeek,50.9673676,4.3794122
Walshoutem,50.7210409,5.0882575
Hoeleden,50.8682843,4.9879425
Wommersom,50.8130597,5.0173851
WANNEGEM-LEDE,50.8899749,3.558791
Aalbeke,50.7788603,3.2294574
Duinbergen,51.3420541,3.2625765
Lauwe,50.7945667,3.1857233
Houffalize,50.1323761,5.7886928
Léglise,49.8003582,5.5381496
Luttre,50.5092533,4.3927418
STOUMONT,50.4069504,5.80836
Kontich,51.1353297,4.4454784
Aywaille Sougné-Remouchamps,50.4947283,5.7081119
KNOKKE-ZOUTE,51.3505982,3.312506
Trazegnies,50.4665295,4.3317415
ENGHIEN,50.6928204,4.038373
COURCELLES,48.3732096,6.0376277
Olmen,51.1424029,5.1487716
Aalst Meldert,50.9356266,4.13396
Bouwel,51.1695534,4.7428091
Haine-St-Pierre,50.4547557,4.2000181
Sluis,51.3256629,3.5166294
Moerbeke,50.6918534,2.5155576
Scheldewindeke,50.9381419,3.784777
Rijmenam,51.0010818,4.5842221
Florenville,49.6993182,5.3100518
PETITVOIR,49.844612,5.3775541
BAILLAMONT,49.8994469,5.0267634
Mussy-la-Ville,49.5714143,5.6617004
Vlimmeren,51.2988018,4.7821797
Overwinden (Landen),50.754998,5.0465735
LOKSBERGEN,50.9341079,5.0702987
KORTRIJK-DUTSEL,50.9260871,4.8059139
SINT-BRIXIUS-RODE,50.9568569,4.3258404
Houtain-le-Val,50.5827111,4.4155941
Champlon,50.1077503,5.5034047
KWAADMECHELEN,51.1017796,5.1483601
Plainevaux,50.544806,5.5215313
Geetbets,50.8917946,5.1144682
Viesville,50.4906131,4.4080963
SUGNY,49.3582488,4.6560891
LANDEGEM,51.0572245,3.5723828
GRIVEGNEE,50.6192957,5.6047622
Belsele,51.14633,4.08979
Zandvoorde,50.8128399,2.9809192
Ferrières Xhoris,50.443983,5.602069
Strombeek-bever,50.9083929,4.3516713
Obaix,50.5280208,4.3614973
HOEVENEN,51.3066168,4.4046996
Gerpinnes,50.3469274,4.5276014
Hamoir,50.4254063,5.5326084
Kortrijk Bellegem,50.7777862,3.2799523
Blaimont,44.3025594,0.8633931
Leuven Kessel-Lo,50.8852456,4.7313734
Flemalle,50.5994478,5.4699616
Wavre Bierges,50.7111796,4.5894025
PETIT-ROSIÈRE,50.6435755,4.8611053
Ans (Loncin),50.6613584,5.5097759
Gent Gentbrugge,51.0447236,3.7588813
Beloeil,45.5643183,-73.2040066
Ville-Pommeroeul,50.4649192,3.7236841
Mont-Saint-Aubert,50.6548972,3.3997827
SINT-MARTENS-LEERNE,51.0134905,3.5837978
Nukerke,50.7965606,3.5954667
VILLERS-SAINT-AMAND,50.6226624,3.730712
Auvelais,50.4470193,4.6354624
Gilly,46.4575111,6.2969883
Mont-Gauthier,50.2092771,5.120824
Saint-Georges-Sur-Meuse,50.6000654,5.3584259
HOUTHALEN,51.031137,5.3720755
Hensies,50.4328388,3.6847215
Alleur,50.6742549,5.5129926
Daverdisse Haut-Fays,50.0011711,5.0169148
Villers-le-Peuplier,50.656417,5.0958682
Overwinden,50.754998,5.0465735
Drogenbos,50.786532,4.3173542
SCHERPENHEUVEL-ZICHEM,50.9801033,4.9740173
SAINT-AMAND,50.1639886,2.5577664
Couvin,50.0524906,4.4955009
Merksem (Antwerpen),51.2438894,4.4397179
St-Michiels,51.1884619,3.2111722
Vaux-sous-Chèvremont,50.6018004,5.6339283
Les Bons Villers,50.5204241,4.4631101
VILLANCE,49.9709626,5.2221196
OCQUIER,50.3966356,5.3961397
FRAINEUX,50.5139012,5.4006283
TAMINES,50.4311411,4.6132813
Vise,50.7347797,5.6936397
Quévy Quévyle-Grand,48.38494,5.48701
Baelen (Lg.),51.16837,5.17027
Hemptinne,50.6010427,4.9869761
Wevelgem,50.8121065,3.1864393
Antwerpen Berchem,51.1997015,4.4323348
Voeren,50.746555,5.839016
RACHECOURT,49.5903125,5.7248143
LAVOIR,47.835123,4.7087921
BALÂTRE,49.7093467,2.8655624
Céroux-Mousty,50.6607536,4.5343881
Halle Lembeek,50.7135392,4.2229681
VILLERS-LE-BOUILLET,50.5753715,5.2607066
Rossart (Bertrix),49.8478343,5.3375198
Awans,50.6670346,5.4622239
DE KLINGE,51.2564526,4.0898144
Binkom,50.8721329,4.8840011
Ambresin,50.6266779,5.0305133
Bost,46.1788913,3.51931
Neerlanden,50.778151,5.0792149
Aartselaar,51.133297,4.3870241
Avennes,50.6287517,5.1159746
Spiennes,50.4254505,3.9868957
Forchies-la-Marche,50.4383794,4.3198191
Chapelle-lez-Herlaimont Piéton,50.4409579,4.2981642
WOLKRANGE,49.6349978,5.7982447
Fleron,50.6168354,5.6832219
WIJER,50.8972323,5.2233097
Oreye,50.7291681,5.3530675
Celles,45.2975677,0.4135916
Loverval,50.374997,4.47342
Wakken,50.930782,3.3978669
HERMALLE-SOUS-HUY,50.5569911,5.3622542
Petithan (Durbuy),50.3360631,5.4345873
Ottignies,50.666357,4.5690502
Kifissia,38.0736082,23.8082244
Kremasti,36.4112696,28.1205183
Neupré,50.5431751,5.4901079
Kessel-Lo (Leuven),50.8852456,4.7313734
Borgerhout (Antwerpen),51.2128453,4.4462406
Estaimpuis,50.7059794,3.2640184
Ouffet,50.4377341,5.4653273
Heinsch,49.7007526,5.7464566
EERNEGEM,51.1279829,3.0233013
Jupille-sur-meuse,50.6431909,5.6301266
Charleroi Ransart,50.4467675,4.4840838
ChÃtelet,48.8587782,2.3474106
Charleroi Montignies-sur-Sambre,50.4006804,4.4803675
ChÃtelet ChÃtelineau,50.4095111,4.5210978
Oudsbergen,51.0680799,5.557165
Charleroi Monceau-sur-Sambre,50.4170168,4.382402
Dilsen-Stokkem,51.0284779,5.7311405
Velaine-sur-Sambre,50.4713313,4.60725
Moorsel,50.9477279,4.0983893
FRASNES-LEZ - BUISSENAL,50.667755,3.6194481
Court-St.-Etienne,50.6443208,4.5685766
Rhode-Saint-Genèse,50.7479462,4.3619738
Esneux,50.533588,5.5686219
HEPPIGNIES,50.4817059,4.4935448
GUIGNIES,50.5471385,3.3663017
Mont-Saint-Guibert,50.6365628,4.6127019
Namur Champion,50.4963866,4.9012179
Messancy Wolkrange,49.6349978,5.7982447
La Louvière,50.479487,4.1852682
RUMILLIES,50.6196989,3.4375998
Bertogne,50.0843345,5.6676137
Beauraing,50.0914866,4.9640687
Beernem Sint-Joris,51.1270726,3.369744
SINT-LENAARTS,51.3473203,4.6787433
Liberchies,50.5135682,4.420755
St-Mard,48.5057109,6.3053637
Petit-Thier,50.3081766,5.9679438
Zwijndrecht (Zwijndrecht),51.82052,4.6257315
Wasmuel,50.445727,3.8466719
Watervliet,42.7300784,-73.7012299
CORROY-LE-GRAND,50.6617107,4.6747213
Ath Ostiches,50.6788509,3.7584252
Tournai Kain,50.6290903,3.4211649
Nieuwerkerken Kozen,50.8745057,5.2392483
Woluwe-Saint-Lambert - Sint-Lambrechts-Woluwe,50.8430448,4.4256732
SPIERE,50.7188362,3.3563884
Lichtaart,51.2240538,4.9198927
Beernem,51.1277439,3.3145416
Charleroi Lodelinsart,50.431853,4.4489421
Kruibeke Bazel,51.1471626,4.2972797
Hamois,50.3408694,5.1594475
Les Bons Villers (Mellet),50.504123,4.4762608
Ans Alleur,50.6742549,5.5129926
LA BOUVERIE,43.5008734,6.6443455
CASTEAU,50.5130195,4.0031319
Hollebeke,50.8056486,2.9383694
Boekhoute,51.2576962,3.7176064
St-Pieters-Leeuw,50.7811835,4.2452186
Kallo,51.2519515,4.27803
Fleurus,50.482944,4.549699
Rotselaar Wezemaal,50.9482598,4.7544622
Sint-Jans-Molenbeek,50.8545959,4.338636
WARCOING,50.702173,3.3451985
Laakdal,51.0802695,5.0073022
Wenduine,51.299095,3.0794343
Ardooie,50.9712076,3.2046503
PONTILLAS,50.5497501,5.0176053
Halle Buizingen,50.7412271,4.2493488
LETTELINGEN,50.6899321,4.0845939
Limbourg,50.6122761,5.9402987
HYON,50.4392359,3.9619447
Ghlin,50.4760502,3.903746
PEUTIE,50.9271252,4.4545868
Rosières,49.1882738,2.7791596
Zelem (Halen),50.9788799,5.1026566
Ingelmunster,50.9216909,3.2631367
Boncelles,50.5702815,5.5378515
FIZE-FONTAINE,50.5849842,5.2835083
ORROIR,50.747596,3.481663
Neufchateau - Lahérie,49.8647827,5.4826412
Lens,50.4291723,2.8319805
Gosselies,50.4653846,4.4301757
Ranst,51.1962373,4.5638134
NAMÈCHE,50.4712487,4.9947316
VILLERS-PERWIN,50.5262014,4.4783773
ZICHEM,51.0014178,4.9856978
Hechtel Eksel,51.1340192,5.3780119
WALEM,51.0657941,4.4568748
Dalhem,50.7139302,5.7229816
Aspelare,50.8421637,3.9584406
Jupille,46.2758235,1.8475108
Welle,53.2369924,9.8029649
BEVEREN- LEIE,50.8748081,3.3452412
SINT-PAUWELS,51.1929939,4.0958349
Kortenberg Erps-Kwerps,50.9039296,4.5587455
Rupelmonde,51.1271881,4.290421
OPONT,49.9348514,5.1201252
Saint-Ghislain Tertre,50.4668757,3.808459
Woluwe-St-Pierre,50.8370253,4.4274636
Aiseau-Presles,50.4022808,4.5753666
Meerbeke,50.8239947,4.0391883
Broechem,51.1813951,4.5967162
Sinaai-Waas,51.1829705,3.9854492
MONT-SAINT-GUIBERT,50.6365628,4.6127019
RHODE-SAINT-GENESE,50.74503,4.3463687
SINT-GILLIS-BIJ-DENDERMONDE,51.0195213,4.1105542
Mabompré,50.0988767,5.7383327
Drosia,41.1641325,25.6371474
Pagkrati,37.9667105,23.747913
Xilokastro,38.65,20.95
Péronnes-lez-Binche,50.4328765,4.158959
OOSTNIEUWKERKE,50.9404849,3.0592908
VIERSEL,51.187272,4.6503063
LANQUESAINT,50.6534242,3.8042549
SINT-MARTENS-LATEM,51.020971,3.6397549
Flémalle Awirs,50.5985223,5.409295
Ieper Zillebeke,50.8346385,2.9224029
Warsage,50.7352216,5.7690785
Gijzegem,50.9847481,4.0525271
Honnelles Angre,50.366983,3.6954509
Sambreville Arsimont,50.4273479,4.6388177
LEEST,51.0350559,4.4150058
EKE,50.7790852,2.5966366
Cerfontaine,50.2598795,4.0249254
STEENHUFFEL,50.9954209,4.2683305
Arendonk,51.3202315,5.0864557
BRUSSEGEM,50.9277713,4.2658869
Saint-remy (-lez-dalhem),50.7066155,5.7221106
CHÂTELINEAU,50.4155938,4.5179328
RONQUIÈRES,50.6084328,4.2235457
Herenthout,51.1392427,4.7543972
Deftinge,50.7863579,3.8409061
Aaigem,50.8894174,3.9366909
Bree,51.1386239,5.6229805
Wiekevorst,51.1099023,4.7941786
Beerzel,51.0586177,4.6698925
Stavelot,50.3942409,5.9310335
Trois Ponts,50.3726812,5.8702957
ORP-LE-GRAND,50.7034875,4.9912852
Roosdaal Pamel,50.8443655,4.0742795
Bavikhove,50.8754034,3.3113418
Sint-Kruis,51.2142018,3.2506508
AYE,50.2213931,5.291624
MELSELE,51.2211394,4.2821446
OUDEGEM,51.0090809,4.0613486
Sint-Eloois-Winkel,50.8765142,3.179116
Middelburg,51.4997302,3.6136962
Drieslinter,50.8443257,5.0472433
Rekem,50.922073,5.689395
Vroenhoven,50.828018,5.6374847
Sint-Eloois-Vijve,50.9059283,3.4038085
Oudegem,51.0090809,4.0613486
Cholargos,38.0049099,23.7947085
Werchter,50.9701533,4.6933645
GÉROUVILLE,49.6184295,5.4287902
Smetlede,50.9660712,3.9269566
Tertre,50.4668757,3.808459
Moen,59.2114556,11.0113806
